date,fund,company,ticker,cusip,shares,market value ($),weight (%)
10/06/2021,ARKX,TRIMBLE INC,TRMB,896239100,"605,296","$49,821,913.76",9.12%
10/06/2021,ARKX,THE 3D PRINTING ETF,PRNT,00214Q500,"1,154,568","$40,894,798.56",7.49%
10/06/2021,ARKX,KRATOS DEFENSE & SECURITY,KTOS,50077B207,"1,520,384","$33,722,117.12",6.17%
10/06/2021,ARKX,L3HARRIS TECHNOLOGIES INC,LHX,502431109,"138,572","$30,808,712.76",5.64%
10/06/2021,ARKX,LOCKHEED MARTIN CORP,LMT,539830109,"85,537","$29,745,491.75",5.45%
10/06/2021,ARKX,UNITY SOFTWARE INC,U,91332U101,"209,711","$26,853,493.55",4.92%
10/06/2021,ARKX,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,"687,404","$26,705,645.40",4.89%
10/06/2021,ARKX,KOMATSU LTD,6301,6496584,"1,024,288","$23,758,997.21",4.35%
10/06/2021,ARKX,JD LOGISTICS INC,2618,BNMBPD9,"5,397,713","$21,977,715.25",4.02%
10/06/2021,ARKX,UIPATH INC - CLASS A,PATH,90364P105,"361,363","$18,545,149.16",3.40%
10/06/2021,ARKX,AEROVIRONMENT INC,AVAV,008073108,"209,749","$17,950,319.42",3.29%
10/06/2021,ARKX,BLADE AIR MOBILITY INC,BLDE,092667104,"1,642,258","$16,570,383.22",3.03%
10/06/2021,ARKX,NETFLIX INC,NFLX,64110L106,"25,284","$16,050,536.04",2.94%
10/06/2021,ARKX,DASSAULT SYSTEMES SE,DSY FP,BM8H5Y5,"299,372","$15,415,618.21",2.82%
10/06/2021,ARKX,THALES SA,HO,4162791,"156,417","$15,321,519.07",2.81%
10/06/2021,ARKX,AMAZON.COM INC,AMZN,023135106,"4,668","$15,035,628.00",2.75%
10/06/2021,ARKX,DEERE & CO,DE,244199105,"32,682","$11,055,993.78",2.02%
10/06/2021,ARKX,SPIRIT AEROSYSTEMS HOLD-CL A,SPR,848574109,"224,269","$10,489,061.13",1.92%
10/06/2021,ARKX,JOBY AVIATION INC,JOBY,G65163100,"1,097,112","$10,093,430.40",1.85%
10/06/2021,ARKX,ALPHABET INC-CL C,GOOG,02079K107,"3,385","$9,219,182.90",1.69%
10/06/2021,ARKX,TERADYNE INC,TER,880770102,"80,316","$8,792,995.68",1.61%
10/06/2021,ARKX,ELBIT SYSTEMS LTD,ESLT,M3760D101,"58,809","$8,523,188.37",1.56%
10/06/2021,ARKX,ARCHER AVIATION INC-A,ACHR,03945R102,"920,389","$7,197,441.98",1.32%
10/06/2021,ARKX,MARKFORGED HOLDING CORP,MKFG,57064N102,"1,182,164","$7,211,200.40",1.32%
10/06/2021,ARKX,GARMIN LTD,GRMN U,B3Z5T14,"42,356","$6,661,751.68",1.22%
10/06/2021,ARKX,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"282,317","$6,552,577.57",1.20%
10/06/2021,ARKX,HONEYWELL INTERNATIONAL INC,HON,438516106,"28,639","$6,178,005.08",1.13%
10/06/2021,ARKX,VELO3D INC,VLD,92259N104,"778,999","$6,138,512.12",1.12%
10/06/2021,ARKX,AIRBUS SE,AIR,4012250,"43,335","$5,783,695.91",1.06%
10/06/2021,ARKX,HEICO CORP,HEI,422806109,"42,269","$5,702,088.10",1.04%
10/06/2021,ARKX,ANSYS INC,ANSS,03662Q105,"16,472","$5,622,881.92",1.03%
10/06/2021,ARKX,SYNOPSYS INC,SNPS,871607107,"17,342","$5,087,275.70",0.93%
10/06/2021,ARKX,BOEING CO/THE,BA,097023105,"21,603","$4,848,145.26",0.89%
10/06/2021,ARKX,TELEDYNE TECHNOLOGIES INC,TDY,879360105,"11,273","$4,836,793.38",0.89%
10/06/2021,ARKX,DREYFUS GOVT CASH MAN INS,,X9USDDGCM,"1,838,422","$1,838,422.19",0.34%
10/06/2021,ARKX,NVIDIA CORP,NVDA,67066G104,"7,789","$1,592,928.39",0.29%
