date,fund,company,ticker,cusip,shares,market value ($),weight (%)
03/28/2025,ARKX,KRATOS DEFENSE & SECURITY,KTOS,50077B207,"844,772","$26,584,974.84",9.87%
03/28/2025,ARKX,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,"898,171","$26,478,081.08",9.83%
03/28/2025,ARKX,ROCKET LAB USA INC,RKLB,773122106,"943,821","$17,385,182.82",6.45%
03/28/2025,ARKX,ARCHER AVIATION INC-A,ACHR,03945R102,"2,156,220","$16,947,889.20",6.29%
03/28/2025,ARKX,TRIMBLE INC,TRMB,896239100,"249,365","$16,951,832.70",6.29%
03/28/2025,ARKX,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"165,456","$14,905,931.04",5.53%
03/28/2025,ARKX,TERADYNE INC,TER,880770102,"172,961","$14,819,298.48",5.50%
03/28/2025,ARKX,AEROVIRONMENT INC,AVAV,008073108,"91,741","$11,338,270.19",4.21%
03/28/2025,ARKX,AMAZON.COM INC,AMZN,023135106,"55,601","$11,195,817.36",4.16%
03/28/2025,ARKX,L3HARRIS TECHNOLOGIES INC,LHX,502431109,"51,226","$10,895,770.20",4.04%
03/28/2025,ARKX,KOMATSU LTD,6301,6496584,"349,188","$10,445,814.63",3.88%
03/28/2025,ARKX,THALES SA,HO,4162791,"31,340","$8,457,469.78",3.14%
03/28/2025,ARKX,DEERE & CO,DE,244199105,"16,872","$8,093,835.84",3.00%
03/28/2025,ARKX,BLADE AIR MOBILITY INC,BLDE,092667104,"2,381,223","$7,072,232.31",2.63%
03/28/2025,ARKX,JOBY AVIATION INC,JOBY,G65163100,"1,068,533","$6,870,667.19",2.55%
03/28/2025,ARKX,DASSAULT SYSTEMES SE,DSY FP,BM8H5Y5,"153,171","$6,107,660.56",2.27%
03/28/2025,ARKX,GARMIN LTD,GRMN UN,B3Z5T14,"26,717","$5,796,520.32",2.15%
03/28/2025,ARKX,ELBIT SYSTEMS LTD,ESLT,M3760D101,"13,469","$5,286,043.74",1.96%
03/28/2025,ARKX,ALPHABET INC-CL C,GOOG,02079K107,"31,341","$5,142,431.28",1.91%
03/28/2025,ARKX,ADVANCED MICRO DEVICES,AMD,007903107,"45,089","$4,808,741.85",1.79%
03/28/2025,ARKX,HEICO CORP,HEI,422806109,"15,093","$4,054,432.59",1.51%
03/28/2025,ARKX,THE 3D PRINTING ETF,PRNT,00214Q500,"202,954","$4,077,345.86",1.51%
03/28/2025,ARKX,JD LOGISTICS INC,2618,BNMBPD9,"2,396,925","$3,994,797.94",1.48%
03/28/2025,ARKX,TELEDYNE TECHNOLOGIES INC,TDY,879360105,"7,444","$3,773,438.04",1.40%
03/28/2025,ARKX,HONEYWELL INTERNATIONAL INC,HON,438516106,"16,144","$3,457,560.48",1.28%
03/28/2025,ARKX,AIRBUS SE,AIR,4012250,"18,386","$3,348,141.41",1.24%
03/28/2025,ARKX,LOCKHEED MARTIN CORP,LMT,539830109,"5,721","$2,530,283.88",0.94%
03/28/2025,ARKX,SYNOPSYS INC,SNPS,871607107,"5,700","$2,543,511.00",0.94%
03/28/2025,ARKX,UIPATH INC - CLASS A,PATH,90364P105,"199,803","$2,171,858.61",0.81%
03/28/2025,ARKX,INTUITIVE MACHINES INC,LUNR,46125A100,"232,326","$1,921,336.02",0.71%
03/28/2025,ARKX,3D SYSTEMS CORP,DDD,88554D205,"597,403","$1,284,416.45",0.48%
03/28/2025,ARKX,ANSYS INC,ANSS,03662Q105,"1,281","$412,597.29",0.15%
03/28/2025,ARKX,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"237,778","$237,777.86",0.09%
