date,fund,company,ticker,cusip,shares,market value ($),weight (%)
08/07/2026,ARKW,GENIUS SPORTS LTD,GENI,G3934V109,"2,418,756","$18,938,859.48",1.12%
08/07/2026,ARKW,DRAFTKINGS INC-CL A,DKNG UW,26142V105,"625,131","$13,859,154.27",0.82%
08/07/2026,ARKW,AIRBNB INC-CLASS A,ABNB,009066101,"63,842","$9,681,000.88",0.57%
08/07/2026,ARKW,3IQ ETHER STAKING ETF,ETHQ/U,BQ84B35,"798,583","$5,913,952.48",0.35%
08/07/2026,ARKW,ALPHABET INC-CL A,GOOGL,02079K305,"12,249","$4,382,079.75",0.26%
08/07/2026,ARKW,3IQ SOLANA STAKING ETF,SOLQ/U,BTRDQ40,"455,930","$2,717,342.80",0.16%
08/07/2026,ARKW,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"2,343,036","$2,343,036.16",0.14%
08/07/2026,ARKW,BRERA HOLDINGS PLC-CL B,,G13311132,"124,010","$507,200.90",0.03%
08/07/2026,ARKW,BRERA HOLDINGS PLC WTS,,BREADUMMY,"139,569","$260,994.22",0.02%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2026. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
