date,fund,company,ticker,cusip,shares,market value ($),weight (%)
05/06/2026,IZRL,VALENS SEMICONDUCTOR LTD,VLN,M9607U115,"1,412,570","$3,418,419.40",2.42%
05/06/2026,IZRL,RADCOM LTD,RDCM,M81865111,"176,903","$2,825,140.91",2.00%
05/06/2026,IZRL,JFROG LTD,FROG,M6191J100,"50,621","$2,754,288.61",1.95%
05/06/2026,IZRL,SIMILARWEB LTD,SMWB,M84137104,"834,663","$2,662,574.97",1.88%
05/06/2026,IZRL,NICE LTD - SPON ADR,NICE,653656108,"21,035","$2,629,585.35",1.86%
05/06/2026,IZRL,PARTNER COMMUNICATIONS CO,PTNR,6374420,"183,456","$2,599,633.25",1.84%
05/06/2026,IZRL,CELLCOM ISRAEL LTD,CEL,B23WQK8,"198,244","$2,555,029.53",1.81%
05/06/2026,IZRL,TELSYS LTD,TLSY,6878977,"25,278","$2,540,135.34",1.80%
05/06/2026,IZRL,MONDAY.COM LTD,MNDY,M7S64H106,"33,167","$2,519,033.65",1.78%
05/06/2026,IZRL,ONE SOFTWARE TECHNOLOGIES LT,ONE,6987709,"106,941","$2,507,103.04",1.77%
05/06/2026,IZRL,SOLROM HOLDINGS LTD,SLRM,BNW1HZ5,"563,184","$2,482,058.27",1.76%
05/06/2026,IZRL,WIX.COM LTD,WIX,M98068105,"32,312","$2,488,993.36",1.76%
05/06/2026,IZRL,HILAN LTD,HLAN,6267230,"33,916","$2,477,396.77",1.75%
05/06/2026,IZRL,FATTAL HOLDINGS 1998 LTD,FTAL,BG1YKN5,"9,704","$2,453,513.34",1.74%
05/06/2026,IZRL,MOBILEYE GLOBAL INC-A,MBLY,60741F104,"281,104","$2,465,282.08",1.74%
05/06/2026,IZRL,TEVA PHARMACEUTICAL-SP ADR,TEVA,881624209,"68,653","$2,461,896.58",1.74%
05/06/2026,IZRL,MATRIX IT LTD,MTRX,6747754,"75,493","$2,432,432.41",1.72%
05/06/2026,IZRL,UROGEN PHARMA LTD,URGN UQ,M96088105,"101,508","$2,418,935.64",1.71%
05/06/2026,IZRL,CAMTEK LTD,CAMT,M20791105,"12,161","$2,398,149.20",1.70%
05/06/2026,IZRL,NAYAX LTD,NYAX,BMXT7N9,"33,306","$2,390,932.82",1.69%
05/06/2026,IZRL,GILAT SATELLITE NETWORKS LTD,GILT,M51474118,"118,601","$2,380,322.07",1.68%
05/06/2026,IZRL,RADWARE LTD,RDWR,M81873107,"86,280","$2,370,974.40",1.68%
05/06/2026,IZRL,ITURAN LOCATION AND CONTROL,ITRN,M6158M104,"40,137","$2,361,259.71",1.67%
05/06/2026,IZRL,RISKIFIED LTD-A,RSKD,M8216R109,"488,797","$2,356,001.54",1.67%
05/06/2026,IZRL,BRAINSWAY LTD-ADR,BWAY,10501L106,"142,500","$2,339,850.00",1.66%
05/06/2026,IZRL,FIVERR INTERNATIONAL LTD,FVRR,M4R82T106,"202,039","$2,337,591.23",1.65%
05/06/2026,IZRL,ISROTEL LTD,ISRO,6468226,"43,192","$2,335,377.55",1.65%
05/06/2026,IZRL,CELLEBRITE DI LTD,CLBT,M2197Q107,"170,923","$2,322,843.57",1.64%
05/06/2026,IZRL,ALLOT LTD,ALLT,B5MN8M9,"297,726","$2,299,273.11",1.63%
05/06/2026,IZRL,TABOOLA.COM LTD,TBLA,M8744T106,"602,812","$2,296,713.72",1.63%
05/06/2026,IZRL,PERION NETWORK LTD,PERI,M78673114,"211,984","$2,291,547.04",1.62%
05/06/2026,IZRL,RP OPTICAL LAB LTD,RPOL,BRQQ0K0,"173,798","$2,284,288.41",1.62%
05/06/2026,IZRL,TOWER SEMICONDUCTOR LTD,TSEM,M87915274,"10,126","$2,283,716.78",1.62%
05/06/2026,IZRL,STRATASYS LTD,SSYS,M85548101,"254,709","$2,282,192.64",1.61%
05/06/2026,IZRL,BET SHEMESH ENGINES HOLDINGS,BSEN,6103936,"9,253","$2,262,078.69",1.60%
05/06/2026,IZRL,BEZEQ THE ISRAELI TELECOM CO,BEZQ,6098032,"811,433","$2,262,680.22",1.60%
05/06/2026,IZRL,DANEL (ADIR YEOSHUA) LTD,DANE,6253433,"14,106","$2,255,981.43",1.60%
05/06/2026,IZRL,ETORO GROUP LTD-A,ETOR,G32089107,"57,966","$2,255,457.06",1.60%
05/06/2026,IZRL,MALAM - TEAM LTD,MLTM,6875923,"77,491","$2,257,546.45",1.60%
05/06/2026,IZRL,COGNYTE SOFTWARE LTD,CGNT,M25133105,"225,795","$2,230,854.60",1.58%
05/06/2026,IZRL,PLAYTIKA HOLDING CORP,PLTK,72815L107,"614,004","$2,234,974.56",1.58%
05/06/2026,IZRL,AMAL HOLDINGS,AMAL,BV6MJF4,"380,522","$2,215,339.00",1.57%
05/06/2026,IZRL,INMODE LTD,INMD,M5425M103,"153,224","$2,206,425.60",1.56%
05/06/2026,IZRL,MEDIWOUND LTD,MDWD UQ,M68830112,"126,576","$2,207,485.44",1.56%
05/06/2026,IZRL,P.C.B TECHNOLOGIES LTD,PCBT,B054MX3,"427,438","$2,202,127.32",1.56%
05/06/2026,IZRL,COMPUGEN LTD,CGEN,6432403,"786,536","$2,188,707.97",1.55%
05/06/2026,IZRL,NOVA LTD,NVMI,M7516K103,"4,220","$2,176,127.40",1.54%
05/06/2026,IZRL,ISSTA LTD,ISTA,6458744,"59,873","$2,164,317.38",1.53%
05/06/2026,IZRL,KAMADA LTD,KMDA,B0L2CR5,"263,304","$2,157,899.24",1.53%
05/06/2026,IZRL,ODDITY TECH LTD-CL A,ODD,M7518J104,"146,754","$2,161,686.42",1.53%
05/06/2026,IZRL,PAGAYA TECHNOLOGIES LTD -A,PGY,BQ5J6B6,"147,603","$2,150,575.71",1.52%
05/06/2026,IZRL,ELBIT SYSTEMS LTD,ESLT,6308913,"2,492","$2,138,917.59",1.51%
05/06/2026,IZRL,ASHOT -ASHKELON INDUSTRIES,ASHO,6051875,"66,106","$2,117,622.02",1.50%
05/06/2026,IZRL,AUDIOCODES LTD,AUDC,M15342104,"246,438","$2,097,187.38",1.48%
05/06/2026,IZRL,QUALITAU LTD,QLTU,6221689,"10,475","$2,068,889.53",1.46%
05/06/2026,IZRL,ALPHA TAU MEDICAL LTD,DRTS,M0740A108,"277,086","$2,047,665.54",1.45%
05/06/2026,IZRL,ARYT INDUSTRIES LTD,ARYT,6049740,"152,427","$2,043,832.69",1.45%
05/06/2026,IZRL,CHECK POINT SOFTWARE TECH,CHKP,M22465104,"16,112","$1,895,415.68",1.34%
05/06/2026,IZRL,TAT TECHNOLOGIES LTD,TATTF,B0H5D20,"52,284","$1,873,984.87",1.33%
05/06/2026,IZRL,ENLIVEX LTD,ENLV,M4130Y106,"1,754,421","$1,438,274.34",1.02%
05/06/2026,IZRL,NANO-X IMAGING LTD,NNOX,M70700105,"806,614","$1,443,839.06",1.02%
05/06/2026,IZRL,ENLIVEX LTD,ENLV,BJTZQ33,"628,310","$515,121.68",0.36%
05/06/2026,IZRL,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"28,960","$28,960.14",0.02%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2026. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
